"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20","Item21","Item22","Item23","Item24"
"P533",5,5,5,1,4,5,5,5,1,5,4,1,1,3,1,1,1,4,3,4,2,5,5,5
"P534",3,4,5,4,2,4,5,2,1,3,4,1,2,1,1,4,4,1,1,1,1,3,5,1
"P535",1,5,2,2,2,4,1,1,2,5,2,4,5,1,1,3,1,2,5,2,4,3,3,4
"P536",5,4,1,4,2,1,2,5,2,1,1,1,2,1,1,1,3,1,1,5,5,1,5,4
"P537",5,4,5,5,4,5,5,3,2,1,1,1,4,5,3,1,1,1,1,1,2,1,1,4
"P538",5,3,5,5,1,5,1,2,5,5,4,5,5,1,1,1,5,3,3,4,3,4,5,5
"P539",1,3,2,5,1,5,5,1,4,3,5,4,4,4,1,4,5,1,1,3,2,1,5,4
"P540",3,3,1,2,2,1,3,4,2,1,1,1,1,2,1,1,1,4,3,1,1,1,5,4
"P541",5,3,5,5,4,5,3,1,2,3,1,1,2,3,3,1,1,1,1,2,1,4,1,4
"P542",1,4,1,2,2,4,5,1,5,5,4,4,5,5,5,5,5,1,1,1,1,2,4,4
"P543",3,5,2,4,5,4,5,2,5,5,5,1,4,5,4,4,1,2,3,5,5,5,1,1
"P544",1,5,1,5,3,5,5,3,2,5,1,5,2,3,1,5,4,3,3,1,2,3,3,1
"P545",5,5,2,5,5,4,5,5,5,3,4,1,2,1,3,3,5,5,5,5,2,5,4,3
"P546",5,5,5,4,5,4,5,5,5,5,1,5,5,5,3,5,1,1,3,2,5,1,2,5
"P547",5,3,5,2,5,5,5,5,5,5,5,4,5,5,5,5,4,2,3,2,5,1,4,1
"P548",2,5,1,2,2,4,5,2,2,1,1,1,2,1,1,3,1,4,5,3,1,1,1,1
"P549",3,3,1,5,5,5,3,5,5,5,4,4,5,5,2,4,1,4,1,2,1,1,1,1
"P550",5,4,2,5,2,5,5,5,5,5,4,2,2,3,4,1,2,3,5,5,5,3,3,5
"P551",5,5,3,5,5,4,5,5,5,5,5,5,2,5,5,5,1,2,1,2,5,3,4,4
"P552",4,5,5,5,5,5,5,5,5,5,5,1,5,3,1,1,5,3,5,5,4,5,5,5
"P553",1,5,1,5,5,5,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,2
"P554",1,2,1,2,1,3,1,2,4,1,5,4,5,2,5,5,5,4,1,5,5,4,1,5
"P555",4,3,3,5,5,5,5,2,5,5,5,1,2,5,5,4,5,5,5,1,5,5,5,5
"P556",5,2,5,5,2,5,1,5,3,1,1,4,1,1,1,5,2,2,3,2,4,1,5,4
"P557",5,5,2,5,5,3,1,5,5,1,1,1,3,5,1,4,4,5,3,1,5,3,3,1
"P558",1,2,1,5,1,3,1,1,4,1,1,1,1,1,1,1,4,5,5,5,2,3,5,1
"P559",1,3,1,5,2,5,5,4,5,5,1,4,2,1,1,4,4,5,5,3,5,3,4,1
"P560",1,3,5,2,5,5,2,5,2,5,1,1,2,5,1,1,4,1,5,5,5,3,4,1
"P561",5,2,5,3,2,5,3,2,5,5,4,1,4,1,4,5,1,1,5,2,1,3,1,4
"P562",4,2,2,2,2,5,1,4,3,1,1,1,3,5,4,3,1,1,1,4,5,2,3,1
"P563",1,5,5,5,5,5,5,5,5,1,4,1,4,1,4,3,1,5,1,5,2,3,2,4
"P564",5,3,3,2,5,4,5,5,2,2,4,1,2,2,1,2,4,4,5,3,5,3,5,1
"P565",5,5,5,4,2,5,1,5,5,5,5,4,5,5,4,4,1,5,5,2,2,1,1,1
"P566",1,5,5,5,5,5,1,5,5,5,4,4,3,5,1,5,5,1,5,3,5,5,3,3
"P567",5,2,5,5,2,5,5,3,1,3,5,2,3,5,1,3,5,3,5,2,1,5,2,4
"P568",5,5,1,2,4,1,1,2,2,5,2,5,3,5,4,4,1,2,1,5,2,1,1,4
"P569",5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,2,1,1,5
"P570",1,2,2,2,2,1,1,1,2,5,4,4,1,5,5,5,1,4,1,1,2,3,1,1
"P571",5,5,1,5,2,5,1,2,5,5,1,4,2,5,1,5,4,4,3,1,5,4,5,4
"P572",5,5,5,5,5,4,5,5,5,5,1,5,5,5,2,5,1,1,3,2,4,1,4,4
"P573",5,5,1,5,4,4,5,5,2,5,1,1,1,1,1,1,1,4,5,5,2,3,5,4
"P574",5,5,5,5,5,5,5,4,2,3,4,2,5,1,1,5,2,5,1,1,4,5,5,5
"P575",1,3,1,1,2,4,1,2,5,5,4,4,5,5,1,4,1,1,1,5,2,2,2,2
"P576",3,5,1,3,2,4,5,4,2,1,1,5,2,2,1,5,1,5,5,2,3,1,1,1
"P577",4,5,5,5,2,1,1,3,5,3,4,1,5,4,1,5,4,4,5,2,2,5,4,5
"P578",5,4,1,1,1,1,1,4,5,1,4,4,3,5,3,5,2,3,3,2,2,5,2,2
"P579",5,5,5,4,5,5,5,4,5,5,4,2,2,4,5,3,1,5,5,3,1,2,2,1
"P580",5,2,5,5,2,5,1,5,5,1,4,1,2,1,4,5,2,4,5,5,5,4,1,4
"P581",5,4,5,5,5,5,5,5,5,1,1,1,2,5,2,4,2,5,5,5,5,5,1,2
"P582",1,2,3,2,5,3,1,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,4,4
"P583",4,2,1,1,1,1,1,2,2,5,1,4,5,3,1,1,1,4,5,5,5,4,1,1
"P584",1,5,1,1,1,5,1,2,3,1,5,4,4,5,5,4,1,5,5,2,5,1,5,4
"P585",5,5,1,5,5,5,5,5,2,1,1,1,1,1,1,4,1,1,3,5,1,2,5,1
"P586",4,5,1,2,2,5,1,1,1,1,4,1,2,4,1,5,1,1,1,2,1,1,4,4
"P587",5,5,5,2,2,5,1,2,2,2,1,1,1,5,1,4,5,4,5,5,5,3,2,5
"P588",5,5,2,5,2,5,3,5,2,3,4,5,1,1,1,5,5,5,5,5,5,5,5,4
"P589",1,4,5,5,2,4,1,2,5,5,5,4,2,5,2,5,1,2,5,3,5,2,4,4
"P590",5,5,3,5,2,4,5,2,4,3,5,1,5,3,5,4,4,2,5,5,4,4,1,1
"P591",4,4,5,2,5,2,5,5,2,3,4,4,5,5,1,4,1,5,3,2,1,3,3,4
"P592",5,5,2,2,5,3,2,5,5,3,1,1,2,5,5,4,5,1,5,5,5,1,1,4
"P593",5,5,1,2,1,1,1,2,4,5,2,1,5,5,5,3,1,2,1,3,2,4,1,4
"P594",5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,4
"P595",3,5,1,5,1,5,5,5,2,5,4,4,3,3,4,3,2,1,1,3,4,5,4,4
"P596",5,5,2,5,5,4,5,5,5,5,4,1,5,1,4,5,2,2,3,3,2,3,5,4
"P597",5,5,3,2,2,5,1,4,4,2,5,1,5,5,1,5,1,1,1,3,2,3,2,4
"P598",5,5,2,5,5,1,5,5,5,1,1,1,1,1,5,1,4,5,3,2,5,1,1,4
"P599",5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5
"P600",5,5,5,2,5,5,3,2,3,2,4,1,2,3,3,3,5,4,3,2,5,5,5,5
"P601",5,5,5,5,4,3,5,2,5,5,5,4,2,5,4,5,1,1,1,1,2,1,1,1
"P602",5,5,1,5,5,5,5,2,4,1,5,1,5,3,5,1,1,1,1,3,2,3,4,4
"P603",5,5,5,5,2,5,5,5,5,1,1,2,5,2,5,5,1,1,4,1,3,3,5,5
"P604",5,5,1,4,4,5,1,5,2,5,5,5,4,1,4,1,5,5,5,5,2,4,4,5
"P605",3,4,5,2,1,5,1,1,4,5,4,1,4,5,4,4,1,5,5,2,2,2,2,4
"P606",5,5,5,5,2,5,5,5,5,3,4,5,4,1,5,5,4,5,5,5,5,5,5,1
"P607",3,5,5,4,3,5,5,4,4,5,5,1,4,5,2,5,4,2,1,2,2,3,4,1
"P608",5,4,5,2,5,3,1,5,1,1,1,1,1,1,1,1,2,3,5,2,4,3,4,4
"P609",5,5,5,5,5,5,5,5,4,1,1,2,5,5,2,1,5,5,5,5,5,3,4,5
"P610",5,5,3,5,5,1,5,5,2,5,1,4,3,2,1,1,4,5,5,2,2,5,4,5
"P611",5,5,2,5,1,5,5,5,2,2,1,1,1,1,1,3,1,2,5,3,5,5,5,4
"P612",1,5,5,2,1,1,1,2,2,1,1,1,2,5,2,1,1,1,1,2,1,5,5,4
"P613",5,5,5,4,2,5,5,4,5,3,4,1,1,5,1,3,1,3,2,5,1,1,1,1
"P614",5,3,1,5,5,3,5,4,1,1,1,1,1,1,1,3,5,1,5,5,5,5,2,4
"P615",2,4,1,1,4,1,3,2,2,2,4,1,2,5,3,4,5,1,5,5,2,3,1,1
"P616",2,5,1,5,4,4,1,4,3,3,4,1,2,3,4,3,1,1,1,5,2,3,1,4
"P617",5,3,2,5,4,2,5,3,5,5,4,4,5,5,5,5,3,1,3,5,2,3,4,2
"P618",5,5,5,5,2,4,5,5,5,3,5,4,5,5,4,4,2,4,5,3,5,1,3,3
"P619",5,4,1,2,3,1,5,2,2,1,4,1,4,4,1,1,5,2,1,5,2,3,5,4
"P620",5,3,5,5,4,5,1,5,5,5,4,1,5,5,4,5,1,4,1,4,2,2,4,1
"P621",5,5,3,5,5,3,2,5,2,5,4,1,2,5,1,2,4,5,5,5,5,4,5,4
"P622",5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,3,5,2,4,1,1
"P623",5,3,5,5,5,4,5,5,5,5,4,1,5,1,1,5,1,2,1,2,1,1,1,1
"P624",3,5,2,5,2,4,5,5,1,1,4,1,4,5,2,4,4,3,3,5,5,3,5,4
"P625",4,4,1,2,5,5,5,5,5,5,4,5,1,5,1,5,1,5,5,5,5,3,5,1
"P626",5,5,5,5,4,1,5,5,5,1,2,4,5,2,1,5,2,3,3,5,4,3,4,5
"P627",1,3,1,1,1,3,1,1,5,5,1,4,5,5,1,4,1,1,5,1,1,1,1,1
"P628",5,5,5,5,5,5,5,1,4,5,4,5,2,4,2,5,1,5,5,5,1,1,1,2
"P629",3,5,5,2,5,3,5,4,2,5,1,1,5,5,1,4,5,2,1,2,4,3,2,1
"P630",5,5,3,4,5,4,1,4,2,5,1,1,2,1,1,4,1,2,1,5,2,3,4,4
"P631",5,5,5,5,1,5,5,5,3,3,4,4,1,3,3,3,5,3,3,5,5,5,2,5
"P632",1,4,1,5,2,1,1,1,2,5,4,1,1,1,1,3,1,3,1,3,4,3,1,3
"P633",5,5,5,5,5,4,5,5,2,3,1,1,2,1,1,3,4,2,3,2,5,5,4,2
"P634",1,4,1,5,1,3,2,1,5,1,5,5,2,5,4,1,5,5,1,5,2,1,4,4
"P635",5,5,1,5,3,4,2,2,1,5,5,1,2,5,1,3,1,3,1,2,1,3,1,1
"P636",5,5,5,5,4,5,5,5,2,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1
"P637",4,5,2,5,5,4,5,5,1,5,1,1,1,1,1,1,5,5,5,5,4,5,5,4
"P638",1,1,1,2,1,3,1,1,4,5,5,2,4,3,5,5,1,5,2,2,5,1,4,4
"P639",5,5,5,2,2,1,5,5,5,5,1,1,2,1,1,1,5,5,5,5,4,4,5,5
"P640",5,2,5,2,2,5,1,2,5,5,4,5,5,5,5,5,5,1,1,5,5,4,1,1
"P641",5,4,1,2,1,1,1,2,4,1,4,1,5,3,1,3,1,1,1,2,2,1,1,1
"P642",5,5,5,4,4,3,5,5,2,1,1,1,2,2,1,1,1,1,1,1,2,5,1,1
"P643",1,2,1,1,1,3,2,1,4,5,4,5,5,3,5,4,1,5,1,2,5,5,5,1
"P644",3,3,5,2,1,5,1,2,5,5,4,1,5,3,3,5,4,4,5,3,2,3,4,2
"P645",1,1,1,2,5,1,1,5,1,5,4,1,5,2,4,4,2,1,1,1,2,3,1,3
"P646",1,3,1,4,2,3,1,4,3,2,1,1,2,5,1,3,2,2,5,3,5,5,3,1
"P647",5,5,5,2,5,3,5,5,4,1,4,1,4,1,5,4,1,1,1,1,1,3,2,4
"P648",1,3,1,2,1,1,5,4,5,5,4,4,5,5,1,5,2,5,1,2,1,3,5,1
"P649",5,5,1,5,2,1,5,5,5,1,1,1,2,3,1,1,5,5,5,2,5,3,4,2
"P650",1,5,1,4,4,1,1,4,4,5,5,5,5,5,5,5,1,1,1,5,2,1,1,1
"P651",1,2,1,2,2,1,1,1,2,3,5,1,2,2,1,4,1,2,5,2,2,1,4,1
"P652",5,5,5,5,5,5,5,3,2,5,1,1,5,1,1,4,1,5,3,5,2,4,5,2
"P653",5,2,1,1,2,4,1,3,2,5,1,1,1,1,1,3,2,1,1,2,2,3,4,3
"P654",1,2,1,2,1,1,1,2,4,1,1,5,2,1,1,4,2,3,5,2,4,3,5,4
"P655",5,3,1,1,4,1,1,1,1,3,2,1,4,5,1,1,1,3,1,1,1,1,2,2
"P656",5,5,1,5,1,5,5,2,5,3,5,4,4,5,5,5,1,5,5,2,2,5,1,2
"P657",4,5,5,5,5,4,5,5,2,1,1,1,1,1,2,4,1,2,3,5,5,3,5,4
"P658",5,4,2,2,2,1,5,2,1,3,1,1,5,5,1,4,1,2,1,5,1,1,4,1
"P659",5,2,5,5,2,1,5,2,2,1,4,1,5,1,1,1,1,5,5,5,5,5,5,4
"P660",5,5,3,2,5,4,5,2,1,2,4,5,2,4,1,3,5,2,5,5,5,5,5,4
"P661",5,5,5,5,2,4,3,5,4,1,1,1,2,5,1,4,1,4,1,5,4,5,1,4
"P662",1,1,1,5,1,1,1,5,4,5,4,1,5,5,1,1,5,5,1,5,2,1,5,4
"P663",5,4,2,2,5,1,5,2,3,5,4,2,1,5,2,5,2,4,4,2,1,3,5,4
"P664",1,3,2,5,4,5,5,4,4,1,4,2,5,5,5,5,2,2,5,5,2,5,5,1
"P665",3,5,1,5,5,5,5,5,5,2,1,1,5,5,5,5,4,1,5,1,2,3,5,4
"P666",5,5,5,2,1,4,5,5,2,3,4,5,5,1,1,4,5,4,5,5,4,3,2,5
"P667",1,3,1,5,2,3,1,1,5,5,4,5,5,5,5,5,2,5,1,2,1,1,1,5
"P668",1,1,1,2,2,1,1,2,5,1,1,1,2,2,1,1,1,4,3,2,1,3,2,2
"P669",5,5,5,2,2,3,5,5,4,1,1,4,4,5,5,4,1,1,5,2,2,1,1,1
"P670",3,1,1,2,1,3,1,2,5,5,5,5,5,5,5,4,5,5,1,5,2,4,4,4
"P671",1,3,3,1,1,4,1,2,1,1,4,1,2,2,1,3,1,5,3,5,4,3,3,1
"P672",5,3,1,2,2,2,5,5,3,2,5,5,5,5,3,4,1,1,3,1,2,1,1,3
"P673",5,5,1,5,4,5,5,5,5,3,4,2,2,5,5,4,4,5,5,5,5,3,4,2
"P674",5,4,5,4,2,2,5,2,4,5,4,4,5,5,5,5,2,3,1,3,2,1,4,1
"P675",5,4,2,4,3,5,5,5,4,2,4,5,3,5,5,5,1,5,5,2,1,3,1,4
"P676",5,5,5,4,5,5,5,2,2,1,4,1,1,1,2,1,1,4,3,1,5,5,4,1
"P677",5,4,2,5,5,5,5,5,4,1,4,2,2,2,3,4,1,1,5,5,2,5,5,5
"P678",1,2,3,1,2,1,5,2,5,5,1,5,2,5,4,5,1,1,3,2,3,5,4,4
"P679",5,5,4,2,2,4,5,5,2,2,1,1,1,1,1,1,1,3,5,5,2,3,5,1
"P680",1,4,2,2,3,1,1,5,5,5,4,5,5,5,5,5,2,3,5,1,2,1,4,2
"P681",5,5,5,5,5,5,5,5,2,1,1,1,1,3,1,1,1,3,5,3,5,3,1,4
"P682",1,2,1,1,2,5,1,1,4,5,4,5,5,1,1,5,2,4,5,3,5,3,4,5
"P683",5,3,5,5,4,5,5,3,5,5,4,4,5,1,1,5,5,5,5,5,5,5,5,5
"P684",5,5,5,5,5,3,5,5,2,1,5,1,2,5,5,4,1,4,5,1,4,2,3,5
"P685",5,3,5,5,1,5,1,5,2,2,1,4,2,3,5,4,5,5,3,2,2,3,4,1
"P686",1,5,1,4,2,2,5,1,1,1,1,1,2,3,1,4,4,3,5,2,4,1,1,3
"P687",2,3,1,4,3,1,2,1,4,5,4,4,2,5,5,4,1,1,3,1,2,5,1,1
"P688",3,2,1,1,2,5,1,2,5,1,5,4,5,5,5,1,5,1,5,5,5,5,5,5
"P689",3,5,2,2,4,1,5,2,5,5,1,3,1,1,1,1,1,4,5,5,2,4,3,4
"P690",3,5,5,5,5,5,5,5,3,2,4,4,2,1,1,4,1,1,1,1,1,1,1,1
"P691",5,5,5,5,2,5,5,5,1,3,1,1,2,1,4,3,5,3,3,5,3,4,5,4
"P692",1,5,2,2,1,1,2,2,2,5,1,1,2,5,5,4,4,5,5,2,2,1,1,1
"P693",1,5,3,2,5,4,5,5,1,2,1,4,1,5,1,5,5,1,3,5,2,1,3,1
"P694",5,5,2,5,5,2,5,5,4,2,1,4,5,3,1,4,5,4,5,2,2,1,4,1
"P695",5,3,3,5,1,5,1,5,2,1,1,1,2,1,5,1,5,5,3,5,5,3,1,5
"P696",4,3,2,5,2,1,2,1,1,3,4,1,1,1,1,1,2,1,1,4,2,3,4,1
"P697",1,3,1,2,1,1,1,1,2,3,1,4,2,4,1,5,1,2,1,1,2,3,1,1
"P698",3,5,5,5,2,5,5,2,5,5,4,5,5,5,5,5,5,1,3,2,1,3,1,1
"P699",5,5,3,4,4,1,2,5,5,5,5,5,5,4,4,4,1,1,3,2,4,1,2,2
"P700",5,4,5,5,4,1,5,5,5,2,1,1,4,3,4,3,1,5,3,5,5,3,5,4
"P701",5,5,1,2,1,5,5,5,1,3,1,1,2,4,1,3,2,1,5,2,1,1,1,2
"P702",2,1,1,1,1,3,1,4,5,1,1,2,2,5,1,4,5,1,5,5,2,3,2,2
"P703",5,5,5,3,2,4,3,5,4,5,4,1,5,5,5,5,5,5,1,5,2,4,5,4
"P704",3,3,1,4,2,4,5,1,5,1,5,4,2,5,5,5,5,2,3,2,2,1,1,4
"P705",1,5,5,2,2,4,1,5,2,5,4,1,5,5,5,5,1,1,3,2,1,3,2,4
"P706",3,4,5,5,5,5,5,2,2,5,5,5,4,3,1,5,1,1,1,5,5,3,4,1
"P707",5,5,5,5,5,5,5,5,3,3,4,1,5,5,1,4,5,5,5,5,5,3,4,5
"P708",1,5,1,1,2,5,1,4,3,3,1,4,2,5,1,1,1,4,5,5,1,3,5,4
"P709",3,5,5,5,5,5,1,5,5,5,1,2,2,2,1,3,4,4,5,2,5,3,1,3
"P710",5,5,1,4,5,1,5,5,1,3,4,4,1,5,4,4,1,5,2,2,5,2,4,1
"P711",1,2,1,1,1,1,1,2,4,5,5,4,4,1,1,1,5,5,5,5,5,3,1,5
"P712",5,5,5,2,5,5,5,4,5,3,1,1,4,5,1,5,2,5,1,2,1,5,1,4
"P713",5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,3,2,3,3,4
"P714",5,5,5,5,5,2,5,5,5,5,1,4,5,1,1,5,4,5,5,2,5,1,4,4
"P715",4,3,5,2,1,5,1,2,5,5,4,1,4,5,5,5,5,5,5,2,5,4,1,1
"P716",4,5,3,2,1,1,2,3,1,1,1,1,5,5,1,1,1,4,3,2,4,1,1,4
"P717",5,5,5,5,2,1,5,2,3,5,4,1,4,3,1,5,4,1,3,3,5,3,4,5
"P718",1,3,1,2,2,1,1,1,5,3,1,4,2,1,1,1,5,3,3,1,2,1,1,4
"P719",2,4,5,2,1,3,5,4,4,3,1,5,2,1,3,1,1,2,5,5,4,3,5,5
"P720",1,2,1,4,5,1,5,2,2,1,1,1,2,4,1,3,1,3,5,2,1,1,1,2
"P721",5,5,3,4,2,1,5,5,1,1,1,1,1,1,1,1,5,4,1,3,2,1,4,5
"P722",5,3,2,4,5,3,5,5,4,2,5,4,5,3,2,4,1,4,3,4,5,5,4,5
"P723",4,5,2,5,5,4,2,5,5,3,5,1,2,5,1,5,5,5,5,5,5,5,5,5
"P724",5,5,2,5,3,3,5,2,1,5,4,1,1,3,1,4,4,5,3,1,4,3,1,4
"P725",3,5,5,4,1,2,5,1,5,5,4,5,2,3,4,1,5,3,3,1,2,3,1,5
"P726",5,3,5,2,5,5,5,5,2,1,4,1,1,1,1,4,5,5,5,5,5,5,5,1
"P727",5,3,5,5,5,4,5,5,4,5,1,4,5,5,4,5,1,2,5,2,2,1,2,4
"P728",1,1,1,1,1,4,5,2,1,1,1,1,2,1,1,1,5,2,1,5,4,4,5,4
"P729",1,4,5,5,5,1,5,5,5,3,4,4,2,2,1,5,1,3,5,1,2,1,3,1
"P730",5,5,5,5,5,4,5,4,2,1,1,4,2,1,1,3,2,1,1,5,1,3,1,1
"P731",3,2,1,5,5,3,5,5,2,2,1,1,1,5,1,1,2,2,3,2,1,3,2,1
"P732",3,3,1,2,5,4,5,1,2,2,1,1,5,2,2,1,1,4,5,5,2,3,4,3
"P733",5,4,5,5,4,4,5,5,2,2,1,1,1,5,1,3,5,2,5,5,2,5,5,4
"P734",5,4,1,2,2,4,1,2,5,5,5,5,2,5,5,5,1,1,5,1,4,1,5,2
"P735",1,5,1,4,5,3,5,5,5,3,1,5,2,1,4,1,1,1,1,1,2,1,1,1
"P736",5,5,5,5,5,4,5,2,5,1,1,5,2,1,5,3,1,1,1,1,1,1,2,1
"P737",5,5,1,5,5,5,5,2,5,1,1,4,2,5,3,5,5,3,5,5,2,3,4,4
"P738",1,2,2,2,2,5,4,4,5,5,5,5,5,5,5,3,1,5,3,3,2,3,5,5
"P739",5,5,3,5,5,1,1,5,4,1,1,1,1,1,4,1,1,1,1,5,2,5,4,1
"P740",1,5,1,1,1,1,1,1,5,4,4,3,2,5,3,1,5,1,1,5,1,3,4,4
"P741",4,3,1,5,5,2,1,1,4,1,1,1,3,4,1,5,1,5,5,5,2,3,5,4
"P742",1,1,2,3,1,1,1,2,5,3,1,1,1,1,4,5,5,1,3,5,4,4,1,1
"P743",3,1,1,1,1,5,1,1,5,2,1,5,5,5,3,5,2,4,3,3,5,3,5,4
"P744",5,4,5,4,5,5,5,5,2,5,2,2,1,1,1,1,2,1,5,5,1,3,5,5
"P745",1,4,1,5,5,4,5,5,1,1,4,1,2,1,1,1,1,5,1,3,2,3,3,1
"P746",5,5,5,4,5,3,5,2,2,1,1,1,2,5,1,5,5,2,3,5,4,2,4,5
"P747",4,3,2,1,1,1,2,4,2,5,4,1,4,3,4,3,2,5,3,5,5,5,5,5
"P748",5,4,5,5,4,4,5,3,1,1,1,1,3,3,1,1,2,2,1,3,2,3,5,1
"P749",5,1,1,2,1,3,1,1,2,3,5,5,5,5,4,5,5,5,5,5,2,1,5,4
"P750",5,5,1,2,5,5,5,1,5,4,5,5,5,5,5,5,1,2,1,1,1,1,1,1
"P751",1,3,1,2,2,3,1,2,5,5,1,4,5,1,5,5,5,5,5,5,4,3,4,5
"P752",2,5,5,2,2,5,5,5,1,1,1,1,2,3,1,3,1,1,1,1,2,1,1,1
"P753",2,4,5,5,5,5,5,1,2,5,4,1,1,1,1,3,1,1,5,1,4,3,5,1
"P754",5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,5,4,3,2,3,3,4,4
"P755",5,1,2,5,5,2,5,5,2,1,5,1,1,2,5,5,1,1,5,2,1,4,1,1
"P756",5,5,5,5,5,3,5,5,3,2,1,1,1,5,1,3,1,1,1,2,4,3,1,4
"P757",3,5,1,1,3,4,1,4,1,3,4,4,1,1,1,1,1,1,1,3,1,1,1,4
"P758",5,3,1,2,1,5,1,1,4,1,4,4,5,1,4,4,4,1,1,5,2,3,5,5
"P759",3,4,1,2,4,5,1,5,5,1,5,1,2,1,3,4,5,1,1,5,2,3,1,3
"P760",5,4,1,1,5,3,5,3,5,1,4,1,1,5,1,3,4,5,3,4,2,1,4,4
"P761",1,3,2,5,1,2,5,5,2,5,4,1,2,2,5,5,1,3,5,2,4,5,5,2
"P762",1,5,5,5,2,2,1,5,3,1,1,5,2,1,1,1,1,2,3,4,5,1,1,2
"P763",5,5,5,5,5,5,5,5,4,2,4,4,3,1,2,1,1,5,5,5,5,4,4,5
"P764",5,5,5,5,1,5,5,2,1,1,1,1,2,4,1,3,5,5,2,5,2,1,3,5
"P765",1,3,2,4,1,3,1,2,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,4
"P766",5,4,5,5,5,5,5,2,5,5,1,1,2,5,1,4,1,1,3,1,1,3,2,3
"P767",1,3,5,5,5,5,5,5,1,3,4,4,4,2,4,5,1,1,3,2,1,1,1,1
"P768",5,3,1,5,1,4,5,2,5,5,5,5,2,5,5,3,4,3,5,5,4,1,5,4
"P769",5,5,1,5,5,5,5,5,2,3,4,1,1,1,1,1,5,1,5,5,4,5,5,4
"P770",5,5,5,5,3,5,4,5,2,3,4,5,2,5,1,5,1,2,5,5,2,2,1,4
"P771",1,5,5,1,1,1,1,2,4,5,4,1,5,5,5,5,4,3,5,5,5,1,3,4
"P772",1,2,3,2,4,4,1,2,3,5,5,4,5,5,5,4,5,4,3,2,5,1,4,1
"P773",4,5,5,5,5,5,5,3,2,1,4,1,2,2,4,3,5,2,5,3,5,5,5,5
"P774",2,5,2,5,4,5,5,4,5,5,4,4,4,5,5,5,1,4,5,5,2,3,5,1
"P775",5,3,1,1,1,5,5,2,2,1,1,1,1,1,1,1,5,2,5,2,4,3,2,5
"P776",1,1,2,5,4,4,2,5,2,1,1,1,2,1,3,1,1,4,3,2,2,1,3,1
"P777",4,5,5,5,4,4,5,2,4,1,1,1,4,1,1,1,1,2,3,2,2,1,5,1
"P778",5,5,5,5,5,3,5,1,2,3,1,1,2,3,1,1,5,5,5,5,5,5,5,5
"P779",5,4,2,5,2,5,2,4,4,1,5,4,4,5,2,3,1,1,3,2,1,3,1,4
"P780",5,5,1,2,5,1,5,4,2,3,1,1,4,1,1,4,5,1,5,2,1,5,5,2
"P781",5,5,1,2,2,4,5,5,5,5,5,4,5,2,5,5,1,2,5,2,5,2,2,5
"P782",3,5,1,2,2,5,1,3,2,1,1,1,4,3,1,2,2,1,2,2,4,5,5,4
"P783",3,3,1,2,1,1,1,5,5,5,5,4,5,5,4,5,1,1,3,3,4,4,5,1
"P784",1,4,2,5,1,1,5,2,5,1,1,4,5,3,4,5,1,1,5,1,2,1,1,2
"P785",2,5,2,5,5,5,5,3,4,3,5,1,5,5,1,3,1,4,5,5,2,5,4,5
"P786",4,4,1,5,5,1,5,5,1,1,1,4,5,5,1,3,5,4,5,3,5,5,5,2
"P787",1,5,5,5,4,2,1,5,2,5,1,4,1,1,1,1,1,1,5,5,1,2,2,1
"P788",5,5,1,2,1,1,1,2,5,5,5,4,5,5,5,5,4,4,5,2,5,5,2,4
"P789",1,5,1,4,2,1,5,1,2,1,1,1,2,1,4,4,1,2,5,2,5,5,5,3
"P790",5,5,5,5,1,5,5,5,1,1,1,5,2,1,1,1,2,2,5,3,1,3,3,2
"P791",3,2,1,2,2,5,5,2,5,2,1,1,4,1,1,5,1,3,1,5,2,3,1,1
"P792",5,1,1,2,1,3,1,5,1,2,1,1,1,1,1,1,5,1,1,5,5,3,5,4
"P793",1,1,1,1,1,4,1,1,5,5,5,1,5,5,5,5,1,4,1,2,2,1,4,5
"P794",3,5,2,4,1,5,1,2,2,5,4,4,5,3,4,5,1,1,3,2,1,1,5,2
"P795",3,2,1,1,1,3,1,1,2,1,1,1,4,1,1,1,1,4,3,3,4,3,4,2
"P796",5,5,2,2,1,5,5,4,5,5,5,5,3,5,1,5,1,1,1,2,2,1,5,2
"P797",5,3,1,2,1,5,1,2,4,3,1,1,1,1,1,1,1,5,1,5,2,5,2,5
"P798",5,5,1,5,5,5,1,2,5,5,5,4,5,5,5,4,1,1,5,2,5,1,1,4
"P799",5,5,5,2,2,3,1,1,2,5,4,1,4,5,2,1,1,2,1,4,2,5,5,1
