"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","attention_check","response_time_sec","criterion","known_group"
"E565",5,4,1,3,2,2,5,1,1,4,3,5,4,5,5,3,101.5,0.259,"High"
"E566",2,2,1,3,2,1,2,1,NA,3,2,5,5,5,5,3,148.4,0.795,"Low"
"E567",3,2,4,4,1,5,4,4,5,3,1,4,3,4,2,3,289.8,-0.297,"High"
"E568",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,185.7,-1.646,"High"
"E569",5,1,5,3,2,5,1,1,4,5,4,NA,4,1,1,3,191.3,-0.421,"Low"
"E570",1,1,5,5,1,2,4,1,1,1,3,3,4,4,5,3,108.1,0.811,"Low"
"E571",5,4,5,4,5,4,5,4,4,5,3,2,4,1,5,1,98.9,-0.034,"Low"
"E572",2,2,2,3,4,4,1,3,1,2,4,4,2,5,5,3,142.3,0.092,"Low"
"E573",1,1,1,4,5,NA,5,3,3,3,4,2,3,5,1,3,160.9,-1.395,"High"
"E574",2,1,5,1,4,2,3,4,2,2,2,3,5,4,1,3,146.8,1.402,"High"
"E575",5,4,3,1,3,1,1,4,2,3,4,3,1,2,5,3,213.5,-0.3,"Low"
"E576",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,234.1,-0.713,"High"
"E577",1,4,1,2,1,2,1,3,1,5,5,2,2,3,2,3,433.8,1.344,"Low"
"E578",2,2,NA,5,5,2,1,2,3,4,1,2,1,5,4,3,194.8,-0.297,"High"
"E579",5,5,2,3,4,1,3,3,5,3,5,2,5,3,4,3,209.7,0.014,"High"
"E580",1,2,1,1,4,3,2,2,3,4,3,1,2,4,5,3,114.7,0.517,"Low"
"E581",4,1,3,1,2,2,1,1,3,3,1,4,5,3,2,3,171.8,-1.484,"Low"
"E582",3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,183.9,1.459,"Low"
"E583",4,5,3,2,3,4,4,3,4,5,4,5,5,4,5,3,142.8,-1.731,"High"
"E584",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,231.4,-1.917,"Low"
"E585",4,4,4,5,5,4,4,3,NA,5,2,3,5,1,3,3,203.4,0.012,"Low"
"E586",NA,2,2,4,5,2,4,4,1,2,3,2,5,2,4,3,161.4,0.52,"Low"
"E587",3,4,4,5,2,1,3,2,2,3,1,2,4,2,5,3,107.8,-0.79,"Low"
"E588",1,5,4,3,4,1,3,5,4,3,2,5,1,5,3,3,216.1,-0.256,"High"
"E589",2,5,3,3,3,5,2,4,1,2,3,3,5,5,5,3,251,0.226,"High"
"E590",3,5,5,1,4,2,5,5,4,4,1,4,2,1,4,3,269.6,-0.817,"High"
"E591",3,2,4,4,1,5,5,1,2,2,3,3,NA,1,2,3,242.3,-0.567,"Low"
"E592",1,2,3,2,4,1,NA,3,1,4,3,2,4,4,5,3,217.3,1.148,"Low"
"E593",1,1,2,1,3,5,2,2,4,3,1,2,1,3,4,3,288.9,2.106,"Low"
"E594",1,5,2,NA,5,2,1,4,4,5,4,2,3,3,3,3,246.3,0.158,"High"
"E595",4,5,5,2,1,3,3,2,4,2,4,5,3,1,1,3,294.5,-0.295,"High"
"E596",3,2,3,1,4,1,NA,1,2,NA,4,4,1,5,4,3,162,0.94,"High"
"E597",4,3,2,5,1,5,1,3,5,2,2,2,4,1,4,3,343.3,0.235,"Low"
"E598",3,3,1,4,1,4,3,2,3,3,5,5,4,2,5,3,191.6,-0.059,"High"
"E599",3,3,2,NA,3,2,4,NA,2,3,3,3,2,4,4,3,185.7,-0.059,"High"
"E600",2,2,1,3,5,NA,3,4,5,1,2,1,1,2,4,3,164.9,-1.015,"Low"
"E601",1,4,5,5,2,5,2,4,1,3,4,5,5,3,2,3,66.1,-0.638,"High"
"E602",1,4,4,2,1,2,1,2,4,4,1,3,3,4,3,3,119.6,-1.043,"Low"
"E603",1,1,1,1,3,3,2,5,4,3,4,1,4,2,5,3,112.3,1.062,"Low"
"E604",5,3,2,4,1,2,2,3,3,3,3,2,1,5,5,3,128.5,2.124,"High"
"E605",5,5,3,5,5,2,5,NA,5,4,1,5,5,5,5,3,124.8,-0.098,"High"
"E606",5,2,5,5,3,5,3,4,5,2,2,3,3,5,3,3,151.5,-1.062,"High"
"E607",5,4,5,1,4,3,1,4,2,3,4,5,3,3,2,3,195.2,-0.537,"High"
"E608",4,4,3,1,3,4,3,4,5,4,5,3,5,3,2,3,230.7,0.408,"High"
"E609",4,5,3,3,4,1,5,3,4,3,4,5,1,3,5,3,106,-0.433,"High"
"E610",4,4,4,4,2,2,2,3,1,3,4,2,1,4,5,3,198.7,0.297,"Low"
"E611",3,4,1,1,5,2,5,1,4,2,1,1,4,1,4,3,219.2,-0.048,"Low"
"E612",1,1,3,5,2,2,1,1,2,1,2,2,4,1,NA,3,197.7,0.967,"Low"
"E613",4,4,1,3,1,5,3,4,2,5,4,3,2,1,3,3,133.9,0.478,"High"
"E614",2,3,2,1,2,2,1,2,2,5,4,4,3,5,3,3,137.7,0.035,"Low"
"E615",3,5,5,1,2,4,4,4,5,5,1,3,NA,4,3,3,194.7,-0.811,"High"
"E616",3,4,4,5,4,3,5,5,4,2,5,3,2,2,3,3,211,-0.875,"Low"
"E617",3,4,1,1,5,4,5,3,5,2,3,2,1,2,4,3,206.3,2.114,"Low"
"E618",2,5,5,4,4,5,4,3,4,1,1,1,5,3,NA,3,237.2,0.711,"High"
"E619",2,5,5,2,5,3,2,5,5,5,3,2,2,3,3,3,174.3,-0.115,"Low"
"E620",1,5,4,4,5,4,2,2,4,2,3,1,1,2,5,1,262.4,-0.578,"High"
"E621",3,1,3,2,5,5,5,1,2,5,2,3,1,2,5,3,206.3,0.455,"Low"
"E622",1,1,1,1,5,1,3,4,1,1,3,1,2,1,2,3,196.2,-0.686,"Low"
"E623",1,1,5,2,1,NA,1,5,4,5,5,NA,5,2,2,3,118.5,-0.607,"Low"
"E624",1,NA,1,1,1,3,3,1,2,1,5,1,3,4,4,3,133.3,0.841,"High"
"E625",3,1,3,5,2,1,2,2,3,1,1,2,5,5,1,3,110.9,0.639,"Low"
"E626",5,5,3,2,NA,2,3,4,4,4,2,2,3,5,1,3,118.9,-0.943,"Low"
"E627",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,164.4,-0.438,"Low"
"E628",2,1,2,5,5,NA,3,5,2,3,2,4,5,3,2,3,106.6,-0.772,"Low"
"E629",4,5,4,4,5,5,3,NA,1,5,4,4,4,3,5,3,121.9,-0.811,"High"
"E630",1,1,5,5,5,1,5,2,4,3,4,2,3,2,4,3,191.9,1.003,"Low"
"E631",2,1,1,3,1,2,4,1,4,4,2,1,1,1,2,3,208.9,1.033,"Low"
"E632",1,5,NA,4,1,3,1,3,3,5,4,2,1,3,1,3,126.2,0.654,"High"
"E633",2,3,5,2,4,4,4,1,1,5,5,5,4,5,5,3,476.1,-0.9,"High"
"E634",1,2,1,2,2,3,1,2,4,4,2,2,1,2,3,3,250.8,-0.708,"Low"
"E635",2,2,1,5,2,4,4,3,4,2,5,1,4,2,3,3,134.6,0.401,"High"
"E636",4,4,4,4,1,4,5,4,2,NA,4,1,5,3,3,3,102.1,0.068,"High"
"E637",2,5,4,4,3,1,5,3,3,3,4,2,3,5,3,3,196,0.615,"Low"
"E638",5,5,4,5,5,3,NA,2,5,5,1,4,1,4,2,3,232.8,-1.755,"High"
"E639",3,4,2,1,2,2,4,5,4,3,4,NA,2,5,2,3,311.3,0.176,"Low"
"E640",3,1,2,3,4,5,4,2,5,2,1,1,2,3,5,3,143.3,-0.165,"Low"
"E641",2,4,3,2,2,5,1,4,2,5,2,3,4,1,4,2,276.8,1.83,"Low"
"E642",2,4,4,3,5,4,1,1,4,2,4,5,2,2,4,3,175.3,1.739,"Low"
"E643",5,3,2,5,2,3,5,3,2,5,2,2,5,3,4,3,302.2,-1.438,"High"
"E644",4,4,4,5,4,4,5,5,5,5,4,5,5,2,2,3,202.9,-1.359,"High"
"E645",3,1,1,3,1,1,1,3,1,3,2,1,2,5,4,3,292.6,-0.267,"Low"
"E646",3,3,3,4,2,1,2,2,3,1,2,2,3,4,4,3,202.5,0.45,"High"
"E647",2,1,1,1,2,1,4,4,1,5,2,2,5,2,2,3,155.7,-0.222,"Low"
"E648",3,5,1,5,3,4,1,3,5,3,1,5,3,4,3,3,159,-0.889,"High"
"E649",3,2,4,3,2,3,4,4,5,1,5,1,4,5,4,3,118.9,-1.521,"Low"
"E650",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,287.1,-0.045,"Low"
"E651",2,3,4,3,2,3,4,5,4,2,5,4,3,2,4,3,115.5,0.536,"Low"
"E652",3,1,5,5,5,1,5,4,5,2,5,3,1,2,5,3,215.3,-0.285,"High"
"E653",3,2,4,2,2,5,3,1,4,2,5,3,3,3,3,3,100,1.064,"High"
"E654",3,3,5,2,3,1,2,2,4,4,2,4,2,1,2,3,153.8,-0.709,"High"
"E655",3,4,2,3,1,1,1,3,1,4,3,2,4,5,NA,3,194.8,-1.368,"Low"
"E656",2,5,5,3,3,2,4,5,2,1,3,5,4,1,4,3,297.5,-1.869,"High"
"E657",3,5,1,1,5,3,3,4,NA,5,2,5,4,2,3,3,160.8,-0.584,"High"
"E658",1,3,1,2,4,4,2,1,5,5,2,3,1,4,1,3,146.9,-0.151,"Low"
"E659",2,3,3,5,3,4,3,4,5,4,4,4,2,2,3,3,167.1,-2.169,"Low"
"E660",3,4,3,3,2,5,2,5,5,1,1,2,4,2,2,3,161.2,-0.489,"Low"
"E661",3,4,2,3,1,5,4,2,3,1,3,4,2,4,2,3,176.4,0.043,"Low"
"E662",2,4,5,3,2,5,2,3,3,3,1,2,4,3,2,3,34.5,-1.581,"High"
"E663",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,273.5,-0.968,"High"
"E664",2,3,1,2,1,3,2,1,3,4,4,4,5,2,1,3,226.4,0.265,"High"
"E665",1,1,4,2,2,1,2,2,3,3,1,4,1,3,1,3,197,0.577,"Low"
"E666",2,3,1,4,5,5,3,2,2,4,2,2,1,2,3,3,315.5,-1.494,"High"
"E667",3,1,2,5,2,1,1,2,4,4,1,2,4,1,1,3,277.6,-0.074,"Low"
"E668",1,1,1,4,4,3,3,4,2,1,1,5,2,5,5,3,165.9,0.708,"Low"
"E669",1,4,1,3,4,5,4,1,4,2,3,4,3,1,3,3,219.4,-0.051,"Low"
"E670",1,4,1,2,1,5,1,4,5,3,1,4,3,5,4,3,217.8,0.54,"Low"
"E671",5,5,5,5,5,5,5,4,5,5,5,4,5,NA,5,3,209.7,1.959,"Low"
"E672",3,4,3,5,3,4,5,5,1,5,3,NA,4,5,5,3,178.3,-1.214,"High"
"E673",4,3,2,5,4,1,3,4,4,4,1,1,3,3,1,3,16.4,0.208,"Low"
"E674",5,3,2,4,4,1,4,2,5,4,2,1,5,1,4,3,248.5,-0.825,"High"
"E675",4,4,3,4,5,3,5,5,4,1,2,1,5,3,4,3,112.4,0.42,"High"
"E676",3,3,5,3,2,5,4,2,5,1,5,2,NA,NA,1,3,178.4,-0.729,"Low"
"E677",NA,2,2,4,3,1,3,1,2,3,4,2,4,2,4,3,208.5,-0.691,"High"
"E678",3,2,1,5,5,2,1,5,4,1,3,3,3,2,4,3,207.4,-0.708,"Low"
"E679",1,4,5,1,4,5,2,2,5,3,3,2,5,5,4,3,321.2,-1.192,"High"
"E680",4,5,5,1,2,5,2,2,2,1,NA,5,5,2,2,3,94.2,0.011,"High"
"E681",1,3,4,1,3,3,2,2,1,1,4,2,4,1,4,3,352.4,0.572,"Low"
"E682",3,3,1,1,3,5,1,4,5,5,2,3,2,2,4,3,116.3,-0.792,"High"
"E683",3,4,5,3,4,4,1,1,2,5,4,4,5,4,2,3,314.2,-0.399,"High"
"E684",4,3,3,4,4,2,5,4,4,5,2,4,5,2,3,3,258.7,-1.361,"Low"
"E685",5,4,4,3,2,4,2,1,4,5,1,2,3,5,1,3,164.3,0.527,"High"
"E686",1,3,2,4,4,4,2,4,1,1,2,5,5,4,3,3,173.9,0.978,"Low"
"E687",2,2,2,2,2,2,3,4,2,3,4,2,3,2,1,3,241.3,-0.243,"High"
"E688",1,4,4,4,3,2,5,3,5,5,3,2,4,3,2,3,200.6,0.005,"High"
"E689",1,4,2,1,2,1,1,1,1,5,1,1,5,3,1,3,72,0.294,"Low"
"E690",1,1,5,1,5,1,1,5,4,2,5,4,2,1,5,3,98,0.801,"Low"
"E691",3,5,4,2,5,3,3,2,1,4,2,2,1,3,3,3,171.8,0.164,"Low"
"E692",3,1,1,1,1,1,2,1,3,1,3,1,3,4,3,3,387.7,2.141,"Low"
"E693",5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,175.6,-0.003,"Low"
"E694",1,1,1,2,1,2,1,1,1,1,2,5,4,3,1,3,269.1,0.908,"Low"
"E695",5,3,5,3,5,5,2,4,4,4,2,4,2,5,2,3,214,0.757,"High"
"E696",3,5,4,5,1,1,3,2,4,4,2,5,3,3,4,3,166.8,-0.448,"High"
"E697",3,4,4,2,4,1,4,3,4,5,2,4,2,3,2,3,236.9,-0.026,"Low"
"E698",1,1,1,1,4,1,4,3,5,1,4,4,3,1,1,3,202.3,1.21,"Low"
"E699",5,4,5,5,5,4,5,4,5,5,5,3,3,2,2,3,138.7,-1.149,"High"
"E700",2,2,5,1,1,NA,2,1,4,5,3,1,1,1,1,3,259.5,1.407,"Low"
"E701",3,1,1,4,3,1,3,3,2,1,4,1,3,2,1,3,144.9,-0.063,"Low"
"E702",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,343.5,0.877,"High"
"E703",1,2,2,4,2,5,3,1,4,3,2,5,1,3,2,3,138.5,-0.723,"Low"
"E704",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,140.8,-0.176,"Low"
"E705",2,1,1,4,2,1,3,1,2,1,4,4,1,1,5,3,161.4,1.275,"Low"
"E706",1,2,3,2,1,3,2,5,1,4,5,5,5,5,4,3,122.1,-0.336,"High"
"E707",4,2,4,2,2,3,2,3,NA,4,1,2,5,3,1,3,131.2,0.746,"Low"
"E708",4,3,4,2,NA,2,5,5,2,1,2,3,4,3,2,3,214,1.041,"Low"
"E709",4,2,4,1,4,2,4,2,1,2,2,1,5,5,2,3,184.6,0.205,"Low"
"E710",2,5,2,2,2,2,5,4,5,2,1,3,3,2,4,3,227.6,1,"Low"
"E711",1,3,1,4,5,2,4,2,3,1,2,1,5,4,4,3,151.5,-1.181,"High"
"E712",1,1,3,1,4,1,2,5,3,1,2,2,1,1,5,3,113.9,1.018,"Low"
"E713",1,5,4,3,5,5,4,3,4,5,2,4,3,5,5,3,251.1,0.296,"High"
"E714",1,2,1,4,5,5,5,5,3,3,1,5,2,4,2,3,131.1,-0.014,"Low"
"E715",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,209.7,-0.593,"Low"
"E716",5,3,3,5,4,5,2,2,3,3,2,4,2,1,5,3,155.6,-0.123,"High"
"E717",2,2,2,5,4,4,1,5,3,3,5,1,4,4,2,3,218.5,-1.469,"High"
"E718",4,3,NA,NA,5,4,1,5,5,5,4,3,4,3,4,3,146.2,-0.612,"Low"
"E719",1,2,1,1,5,1,2,3,1,1,2,3,1,2,5,3,272.7,0.242,"Low"
"E720",4,4,4,4,5,2,3,1,1,4,4,5,4,1,1,3,175.2,2.559,"High"
"E721",2,3,2,2,4,4,2,1,5,4,5,5,5,5,5,3,183.2,0.193,"Low"
"E722",3,4,2,2,5,NA,2,2,2,5,3,3,2,3,2,3,272.8,1.593,"High"
"E723",1,5,2,3,3,1,3,4,4,1,2,2,2,5,2,3,152.1,0.801,"Low"
"E724",1,4,1,1,1,1,1,3,4,1,3,2,1,5,5,3,145.5,0.499,"Low"
"E725",4,1,3,1,1,1,4,NA,NA,2,1,2,5,5,4,3,286.8,1.41,"Low"
"E726",3,1,1,4,2,2,5,3,5,4,5,3,1,3,2,3,195.4,-0.192,"Low"
"E727",4,4,3,4,2,4,1,5,4,2,1,5,3,5,2,3,289.5,1.246,"Low"
"E728",4,1,5,5,5,4,5,4,5,4,2,4,4,1,5,3,20.6,-0.027,"High"
"E729",2,2,1,2,4,3,5,3,5,1,4,1,4,1,3,3,189.6,2.103,"Low"
"E730",2,1,1,1,2,3,2,4,2,2,1,NA,4,3,4,3,379.2,0.709,"Low"
"E731",3,2,1,1,4,4,3,1,1,2,1,1,5,1,2,3,199,-0.521,"High"
"E732",4,4,4,3,5,4,2,1,3,4,1,3,3,1,5,3,211.6,-0.234,"High"
"E733",4,5,4,4,2,2,2,2,3,3,1,5,1,3,5,3,264.6,0.015,"Low"
"E734",2,4,4,1,4,3,5,2,3,2,2,2,1,3,4,3,155.3,-0.583,"Low"
"E735",5,1,3,5,2,2,4,4,1,3,NA,3,3,3,5,3,95.2,-0.73,"High"
"E736",3,5,5,2,2,2,4,4,2,5,2,4,4,5,2,3,335.2,0.026,"Low"
"E737",4,1,1,1,3,4,4,4,1,2,3,1,5,2,2,3,233.6,1,"Low"
"E738",2,5,3,1,3,1,3,3,3,2,5,2,3,5,3,3,182.9,-0.002,"Low"
"E739",1,2,3,2,2,2,1,5,3,4,4,4,5,2,2,3,143.1,-0.766,"Low"
"E740",3,4,1,2,1,4,4,5,4,1,NA,5,4,1,3,3,212.2,0.696,"Low"
"E741",3,5,1,4,5,4,2,1,4,4,NA,2,3,3,3,3,119.7,-1.173,"High"
"E742",1,3,5,1,2,3,1,3,1,1,2,5,3,1,2,3,114.3,1.359,"Low"
"E743",5,4,4,5,5,1,4,2,3,4,2,4,4,3,5,3,187.2,-1.052,"High"
"E744",5,1,4,5,5,2,1,5,2,5,4,3,NA,2,4,3,219.5,-0.696,"High"
"E745",3,3,2,3,3,3,3,NA,3,2,1,5,5,2,4,5,297.5,0.667,"High"
"E746",1,2,4,1,5,2,4,2,5,5,5,2,3,5,4,3,208.4,0.458,"High"
"E747",3,2,5,3,2,2,5,5,5,1,5,3,4,1,5,3,203.1,-0.334,"High"
"E748",1,4,2,1,4,4,5,2,3,2,2,1,4,2,5,1,161.4,-0.045,"Low"
"E749",1,2,1,3,4,2,4,2,1,2,2,5,3,5,3,3,91.8,-0.559,"Low"
"E750",1,3,2,3,2,1,5,5,3,4,1,4,4,2,2,3,113.1,0.44,"Low"
"E751",NA,3,3,4,5,2,5,1,4,3,2,2,3,4,4,2,137.2,0.114,"High"
"E752",5,3,2,3,4,1,5,2,4,1,2,5,3,4,1,3,154.6,1.003,"Low"
"E753",1,5,3,3,1,2,1,1,4,3,1,2,3,2,1,3,233.9,0.482,"Low"
"E754",3,5,5,5,5,5,5,1,5,4,5,5,5,4,4,3,252.4,-1.142,"High"
"E755",2,1,2,1,4,2,2,5,3,2,3,3,1,4,4,3,266.3,0.537,"High"
"E756",4,1,NA,1,1,2,3,2,1,1,1,5,2,2,2,3,230,1.364,"Low"
"E757",1,3,2,1,2,1,5,4,2,2,5,2,2,1,2,3,187.9,-0.987,"Low"
"E758",3,4,5,3,4,5,5,3,5,3,4,3,5,5,5,3,324.2,-1.772,"High"
"E759",2,2,4,4,2,3,1,2,3,1,1,2,2,5,1,3,274,1.529,"High"
"E760",3,1,4,3,2,4,4,2,1,2,5,4,2,1,1,4,418.8,-1.234,"Low"
"E761",5,4,3,2,5,1,5,3,2,2,1,4,5,4,4,3,122.3,-1.621,"High"
"E762",3,5,4,5,1,5,NA,5,5,5,4,1,1,4,3,3,210.9,-0.868,"High"
"E763",3,3,4,2,2,4,4,2,3,4,2,2,2,2,1,3,393.3,0.169,"Low"
"E764",1,3,4,5,5,1,5,5,4,3,5,5,2,5,5,3,189.6,-0.336,"High"
"E765",5,4,2,1,4,4,2,NA,5,4,1,4,3,4,5,3,184.2,0.163,"Low"
"E766",3,3,5,2,1,2,1,4,1,1,NA,2,4,1,1,3,274.4,0.122,"Low"
"E767",4,2,2,1,2,2,1,2,1,1,1,3,4,3,1,3,428,0.714,"Low"
"E768",4,2,1,2,1,2,2,1,4,1,1,5,4,3,5,3,295.7,1.496,"Low"
"E769",2,4,1,1,5,4,1,1,1,5,3,4,4,5,5,3,260.2,0.192,"Low"
"E770",1,1,2,3,2,4,4,4,5,2,4,5,3,1,5,3,197.2,0.369,"Low"
"E771",5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,3,255.5,-0.939,"High"
"E772",2,4,1,4,4,2,2,2,5,5,4,4,4,4,1,3,149.2,2.065,"High"
"E773",3,1,3,1,1,5,2,1,2,2,4,4,2,NA,3,3,268.5,1.089,"Low"
"E774",2,1,4,NA,1,5,3,4,2,NA,3,3,3,1,5,3,118.3,1.141,"Low"
"E775",2,1,1,4,2,4,2,2,1,1,4,4,3,2,3,3,224.5,1.389,"Low"
"E776",1,1,1,4,2,1,1,1,1,2,1,3,4,3,5,3,162.4,-0.485,"Low"
"E777",2,4,1,NA,2,3,1,3,3,3,2,4,1,2,2,3,144.7,0.085,"Low"
"E778",3,2,4,2,4,4,5,NA,1,5,5,3,1,2,5,3,244.5,1.652,"High"
"E779",5,5,2,3,3,NA,3,5,4,4,5,1,3,5,1,3,117.6,-0.3,"High"
"E780",3,3,2,3,3,1,3,2,1,4,4,5,1,5,5,3,168,-0.783,"Low"
"E781",3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,185.6,0.57,"Low"
"E782",1,2,4,1,3,1,4,1,3,1,3,4,5,5,5,3,413.2,-1.45,"High"
"E783",1,2,5,4,4,1,5,4,2,1,1,3,1,2,1,3,383.1,-0.747,"Low"
"E784",2,3,4,4,2,5,1,2,2,4,2,4,3,1,3,3,163.1,-0.094,"Low"
"E785",3,2,3,4,3,5,1,1,3,1,2,1,2,2,3,3,220.7,0.316,"High"
"E786",5,4,5,5,3,2,3,4,5,NA,2,3,4,1,3,2,204.6,-1.145,"High"
"E787",5,5,3,4,5,5,4,1,3,1,3,1,2,1,5,3,139.9,-0.034,"High"
"E788",1,1,3,4,4,1,4,1,4,5,3,5,1,2,4,3,244.7,0.549,"High"
"E789",4,3,3,4,3,2,3,1,5,5,4,5,1,5,1,3,23.1,-0.422,"High"
"E790",2,4,1,2,2,1,3,1,5,3,2,3,5,3,3,5,170.2,-0.28,"Low"
"E791",5,2,5,2,4,5,5,2,5,3,4,3,5,4,5,3,218.9,-1.235,"Low"
"E792",3,3,1,3,NA,1,1,NA,4,4,5,5,4,2,2,3,105.3,0.484,"Low"
"E793",2,4,3,1,4,1,4,2,4,3,3,2,2,1,1,3,142.9,-0.051,"High"
"E794",2,4,3,3,2,5,4,3,1,3,4,1,4,3,2,3,166.9,-0.987,"High"
"E795",2,1,2,2,2,3,NA,5,NA,3,4,2,1,1,2,3,146.8,0.273,"Low"
"E796",5,4,4,3,2,3,2,2,1,2,4,4,5,4,3,3,302.4,-0.783,"Low"
"E797",4,3,2,2,1,1,4,1,4,2,2,5,4,5,4,3,209.3,-1.385,"High"
"E798",1,4,1,2,1,2,5,1,2,1,NA,3,3,2,5,3,154.3,1.605,"Low"
"E799",1,2,3,5,1,4,3,3,3,4,1,2,2,3,5,3,138.7,1.723,"Low"
"E800",5,2,4,3,1,1,2,3,1,5,2,4,2,5,3,3,142.2,0.328,"Low"
