"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20","attention_check","response_time_sec","criterion","known_group"
"P468",4,4,3,3,4,5,3,1,4,4,1,4,5,2,2,4,1,5,5,5,3,247.5,0.208,"High"
"P469",3,2,4,1,1,1,5,1,1,1,2,1,1,1,2,3,3,3,2,3,1,121.6,-0.63,"Low"
"P470",1,1,3,3,1,1,5,3,2,4,1,1,2,5,2,3,3,5,1,4,3,439.2,-1.2,"Low"
"P471",5,5,5,4,5,5,2,5,4,3,2,3,5,3,5,5,4,4,4,5,3,87.3,0.378,"High"
"P472",3,3,3,4,4,1,5,4,5,2,4,5,3,1,4,1,1,5,4,2,3,198.1,-0.178,"Low"
"P473",3,2,1,1,4,5,4,3,3,1,1,4,3,3,1,3,2,3,3,1,3,164.5,1.04,"High"
"P474",2,2,2,1,2,1,5,1,1,1,2,1,1,1,4,1,1,1,2,1,3,181.3,-0.718,"Low"
"P475",4,5,3,5,2,2,2,4,5,5,5,4,5,5,1,5,4,5,3,5,5,267.9,0.115,"High"
"P476",2,4,2,3,4,2,3,2,5,2,1,2,4,4,1,5,5,5,5,5,3,396.8,-0.097,"Low"
"P477",1,1,1,1,1,4,5,2,3,2,4,3,3,2,3,2,1,1,3,1,3,248,-0.723,"Low"
"P478",4,2,1,2,3,1,1,1,4,1,1,3,1,1,1,4,3,2,1,3,3,136.4,-0.556,"Low"
"P479",2,2,5,5,3,5,3,5,3,3,5,4,3,5,4,1,1,4,3,1,3,149.1,1.617,"High"
"P480",2,1,4,3,1,2,5,4,5,5,3,1,4,4,4,4,4,4,4,5,3,199.4,-1.567,"Low"
"P481",2,5,4,4,4,3,4,1,1,1,2,3,5,1,1,4,1,3,4,1,3,289,0.747,"Low"
"P482",5,5,3,4,5,3,3,5,3,5,4,5,5,5,2,4,4,4,4,5,3,300.8,0.994,"High"
"P483",4,3,4,2,4,1,2,4,2,2,3,2,3,2,3,4,2,2,2,2,3,87.7,0.499,"Low"
"P484",1,3,1,1,1,4,3,5,2,4,3,5,2,4,3,4,4,4,4,2,3,174.4,-0.25,"Low"
"P485",1,1,1,1,3,3,5,5,5,5,5,5,5,4,5,1,1,2,1,2,3,215.8,-0.484,"Low"
"P486",NA,3,4,5,3,2,1,5,5,4,3,4,1,5,1,5,5,5,4,4,3,196.8,0.868,"High"
"P487",2,2,4,2,4,1,5,4,4,2,4,2,4,1,5,3,3,3,4,4,3,247.8,-0.736,"Low"
"P488",4,1,4,5,4,5,2,3,1,1,1,1,2,1,2,5,5,4,1,4,3,152.5,1.813,"High"
"P489",5,5,4,5,5,5,1,2,2,1,4,3,1,5,3,3,2,2,4,4,3,154.4,0.558,"High"
"P490",3,2,4,4,4,4,2,4,5,4,2,3,NA,5,4,1,1,4,1,1,3,200.2,-0.459,"High"
"P491",4,3,4,3,5,3,1,4,3,5,2,5,4,5,1,5,5,3,5,2,3,17.1,1.049,"High"
"P492",3,5,3,2,5,3,4,4,4,5,4,4,1,NA,1,2,5,3,3,5,3,97.9,2.034,"High"
"P493",5,5,5,4,4,3,2,3,4,1,1,5,1,2,4,1,3,2,2,4,3,160.3,0.782,"High"
"P494",5,5,5,4,2,4,1,1,1,2,2,1,NA,5,4,2,4,4,3,4,3,226.4,-0.696,"Low"
"P495",3,4,5,2,5,5,3,5,5,5,5,2,3,4,3,3,1,5,5,NA,3,496.2,2.059,"High"
"P496",2,4,1,3,NA,1,5,2,1,1,2,2,1,1,1,5,2,2,2,1,3,185,-0.389,"Low"
"P497",4,5,3,1,3,2,3,1,2,2,1,4,2,1,2,3,5,2,4,3,3,67.1,-0.207,"High"
"P498",1,2,3,1,1,1,5,3,1,1,1,3,1,1,5,3,4,1,4,3,3,300,-2.351,"Low"
"P499",1,3,2,NA,3,4,3,4,2,5,5,4,5,5,2,3,3,5,4,4,3,140.3,-0.411,"High"
"P500",4,5,5,3,4,5,1,5,5,4,2,4,4,3,3,4,3,5,5,4,3,130.8,1.591,"High"
